"","country","description","designation","points","price","province","region_1","region_2","taster_name","taster_twitter_handle","title","variety","winery","address","lat","long","description2"
"2786","Italy","Cassis, bell pepper, toast, French oak and coconut lead the nose. The aromas carry over to the tightly wound palate along with raw red currant, powdered sage, licorice and a confectionery note. Close-grained tannins leave a rather astringent finish.","Redigaffi",90,400,"Tuscany","Toscana","","Kerin O’Keefe","@kerinokeefe","Tua Rita 2013 Redigaffi Merlot (Toscana)","Merlot","Tua Rita","Toscana, Tuscany, Italy",43.7710513,11.2486208,"Cassis, bell pepper, toast, French oak and coconut lead the nose. The aromas carry over to the tightly wound palate along with raw red currant, powdered sage, licorice and a confectionery note. Close-grained tannins leave a rather astringent finish. Merlot Italy Tuscany Toscana Tua Rita"
"2787","US","Very varietal aromas of sour cherry and cranberry lead to a fruit-filled flavorful palate. Light oak accents linger on the finish. It's a very pleasing example of the variety.","",90,20,"Washington","Wahluke Slope","Columbia Valley","Sean P. Sullivan","@wawinereport","Vino La Monarcha 2014 Sangiovese (Wahluke Slope)","Sangiovese","Vino La Monarcha","Wahluke Slope, Washington, US",46.7593986,-119.6824892,"Very varietal aromas of sour cherry and cranberry lead to a fruit-filled flavorful palate. Light oak accents linger on the finish. It's a very pleasing example of the variety. Sangiovese US Washington Wahluke Slope Vino La Monarcha"
"2788","US","This is an aromatic wine, with scents of green melon candy, lime zest, white flowers and white peach. It drinks off dry, with stone-fruit flavors brightened by zippy acidity leading to a mouthwatering finish.","",90,15,"Washington","Ancient Lakes","Columbia Valley","Sean P. Sullivan","@wawinereport","Vino La Monarcha 2015 Riesling (Ancient Lakes)","Riesling","Vino La Monarcha","Ancient Lakes, Washington, US",47.1518811,-119.9223654,"This is an aromatic wine, with scents of green melon candy, lime zest, white flowers and white peach. It drinks off dry, with stone-fruit flavors brightened by zippy acidity leading to a mouthwatering finish. Riesling US Washington Ancient Lakes Vino La Monarcha"
"2789","US","Concentrated flavors and a richly tannic texture make this dry wine more sophisticated and interesting than many other red blends. It combines cranberry, black cherry and cinnamon notes for a mouthfilling and harmonious impression.","",90,15,"California","California","California Other","Jim Gordon","@gordone_cellars","Whiplash 2015 Red (California)","Red Blend","Whiplash","California, California, US",36.778261,-119.4179324,"Concentrated flavors and a richly tannic texture make this dry wine more sophisticated and interesting than many other red blends. It combines cranberry, black cherry and cinnamon notes for a mouthfilling and harmonious impression. Red Blend US California California Whiplash"
"2790","US","With a perfumed nose of rose and toasted oak, this wine is thick in red fruit, dense oak and a welcome undercurrent of bright acidity that helps keep it fresh in the glass. Small amounts of Merlot, Petit Verdot, Cabernet Franc and Malbec are all within.","",90,55,"California","Napa Valley","Napa","Virginie Boone","@vboone","Bell 2013 Cabernet Sauvignon (Napa Valley)","Cabernet Sauvignon","Bell","Napa Valley, California, US",38.5024689,-122.2653887,"With a perfumed nose of rose and toasted oak, this wine is thick in red fruit, dense oak and a welcome undercurrent of bright acidity that helps keep it fresh in the glass. Small amounts of Merlot, Petit Verdot, Cabernet Franc and Malbec are all within. Cabernet Sauvignon US California Napa Valley Bell"
"2791","Italy","Inviting aromas of dark-skinned fruit, blue flower, leather and a whiff of baking spice waft out of the glass. The firm juicy palate offers ripe wild cherry, licorice and hint of charcuterie while assertive, seasoned tannins provide support. Drink through 2021.","",90,60,"Tuscany","Brunello di Montalcino","","Kerin O’Keefe","@kerinokeefe","Cerbaia 2011  Brunello di Montalcino","Sangiovese","Cerbaia","Brunello di Montalcino, Tuscany, Italy",42.967171,11.437808,"Inviting aromas of dark-skinned fruit, blue flower, leather and a whiff of baking spice waft out of the glass. The firm juicy palate offers ripe wild cherry, licorice and hint of charcuterie while assertive, seasoned tannins provide support. Drink through 2021. Sangiovese Italy Tuscany Brunello di Montalcino Cerbaia"
"2792","US","Golden caramelized oak supports a fleshy, full-bodied sensation of pear and fig in this bold, rich wine. Resolved on the palate and possessed of moderate acidity, it finishes in a plume of nutmeg.","Bacigalupi Vineyard",90,36,"California","Russian River Valley","Sonoma","Virginie Boone","@vboone","Gibbs 2014 Bacigalupi Vineyard Chardonnay (Russian River Valley)","Chardonnay","Gibbs","Russian River Valley, California, US",38.9116325,-123.0110483,"Golden caramelized oak supports a fleshy, full-bodied sensation of pear and fig in this bold, rich wine. Resolved on the palate and possessed of moderate acidity, it finishes in a plume of nutmeg. Chardonnay US California Russian River Valley Gibbs"
"2793","US","Creamy, lush and somewhat robust, this dry sparkler offers a thick mousse and touch of richness in its mix of nutty bread dough, green apple, pear and lime.","Sonoma Brut",90,22,"California","Sonoma County","Sonoma","Virginie Boone","@vboone","Gloria Ferrer NV Sonoma Brut Sparkling (Sonoma County)","Sparkling Blend","Gloria Ferrer","Sonoma County, California, US",38.5779555,-122.9888319,"Creamy, lush and somewhat robust, this dry sparkler offers a thick mousse and touch of richness in its mix of nutty bread dough, green apple, pear and lime. Sparkling Blend US California Sonoma County Gloria Ferrer"
"2794","Spain","Scratchy plum and raspberry aromas are fresh and forward, while the mouthfeel follows suit; it's juicy, with narrowing acidity and brightness. Flavors of raspberry, plum and cherry end zesty and long, with crisp acidity maintaining focus. This is a blend of Carignan (Mazuelo), Garnacha and Syrah.","",88,13,"Catalonia","Montsant","","Michael Schachner","@wineschach","Bula 2010 Red (Montsant)","Red Blend","Bula","Montsant, Catalonia, Spain",41.265391,0.9050659,"Scratchy plum and raspberry aromas are fresh and forward, while the mouthfeel follows suit; it's juicy, with narrowing acidity and brightness. Flavors of raspberry, plum and cherry end zesty and long, with crisp acidity maintaining focus. This is a blend of Carignan (Mazuelo), Garnacha and Syrah. Red Blend Spain Catalonia Montsant Bula"
"2795","US","Though not indicated on the label, once again the Morrison Lane vineyard—the oldest Syrah planting in Walla Walla—is the source of the fruit. The wine is peppery and tannic, with cherry fruit and dried herbal accents. There's a whiff of toast in the finish.","",88,32,"Washington","Walla Walla Valley (WA)","Columbia Valley","Paul Gregutt","@paulgwine ","Bunchgrass 2009 Syrah (Walla Walla Valley (WA))","Syrah","Bunchgrass","Walla Walla Valley (WA), Washington, US",46.0366351,-118.4042902,"Though not indicated on the label, once again the Morrison Lane vineyard—the oldest Syrah planting in Walla Walla—is the source of the fruit. The wine is peppery and tannic, with cherry fruit and dried herbal accents. There's a whiff of toast in the finish. Syrah US Washington Walla Walla Valley (WA) Bunchgrass"
"2796","Spain","This straightforward, perfectly clean blend of Carignan, Syrah and Garnacha would function as a great everyday house red. It's lively and a little racy and grating on the palate, with standard, fresh berry flavors touched up by a sprinkle of chocolaty oak. A modest finish keeps the vibe positive.","Blau",88,12,"Catalonia","Montsant","","Michael Schachner","@wineschach","Can Blau 2010 Blau Red (Montsant)","Red Blend","Can Blau","Montsant, Catalonia, Spain",41.265391,0.9050659,"This straightforward, perfectly clean blend of Carignan, Syrah and Garnacha would function as a great everyday house red. It's lively and a little racy and grating on the palate, with standard, fresh berry flavors touched up by a sprinkle of chocolaty oak. A modest finish keeps the vibe positive. Red Blend Spain Catalonia Montsant Can Blau"
"2797","Italy","Sweet peach nectar and fragrant white flower open the nose of this lush Gewürztraminer. The wine feels slightly sweet and sticky on the palate with rich density and a waxy finish.","Sanct Valentin",88,38,"Northeastern Italy","Alto Adige","","","","Cantina Produttori San Michele Appiano 2011 Sanct Valentin Gewürztraminer (Alto Adige)","Gewürztraminer","Cantina Produttori San Michele Appiano","Alto Adige, Northeastern Italy, Italy",41.914988,12.4668885,"Sweet peach nectar and fragrant white flower open the nose of this lush Gewürztraminer. The wine feels slightly sweet and sticky on the palate with rich density and a waxy finish. Gewürztraminer Italy Northeastern Italy Alto Adige Cantina Produttori San Michele Appiano"
"2798","US","Sourced from dry farmed, organic vines planted in 1918, Carol Shelton's Monga is a mouthful of a wine, layered with cinnamon spice, blueberry, chocolate and oak, and still very concentrated and dry, with room to grow and mellow.","Monga Zin, Lopez Vineyard",88,21,"California","Cucamonga Valley","South Coast","Virginie Boone","@vboone","Carol Shelton 2009 Monga Zin, Lopez Vineyard Zinfandel (Cucamonga Valley)","Zinfandel","Carol Shelton","Cucamonga Valley, California, US",34.1120955,-117.5776336,"Sourced from dry farmed, organic vines planted in 1918, Carol Shelton's Monga is a mouthful of a wine, layered with cinnamon spice, blueberry, chocolate and oak, and still very concentrated and dry, with room to grow and mellow. Zinfandel US California Cucamonga Valley Carol Shelton"
"2799","Spain","This is a big, modern, warm Garnacha with a lot of oak and vanilla on the bouquet as well as blackberry and cassis. It's jammy on the tongue, but there's enough acidity to keep the pulse up. Dark black cherry, berry and rubbery flavors are followed by end-notes of raisin, chocolate and vanilla.","Fauno Organic Grapes",88,40,"Catalonia","Priorat","","Michael Schachner","@wineschach","Casa Rojo 2009 Fauno Organic Grapes Garnacha (Priorat)","Garnacha","Casa Rojo","Priorat, Catalonia, Spain",41.2379783,0.7913227,"This is a big, modern, warm Garnacha with a lot of oak and vanilla on the bouquet as well as blackberry and cassis. It's jammy on the tongue, but there's enough acidity to keep the pulse up. Dark black cherry, berry and rubbery flavors are followed by end-notes of raisin, chocolate and vanilla. Garnacha Spain Catalonia Priorat Casa Rojo"
"2800","France","A solid, ripe, juicy black fruited wine, delicious already with its fragrant fruits. It has structure that supports the attractive surface, giving shape to this lightly textured wine. Keep for 4–5 years, but also drink now.","",88,60,"Bordeaux","Médoc","","Roger Voss","@vossroger","Château de la Croix 2009  Médoc","Bordeaux-style Red Blend","Château de la Croix","Médoc, Bordeaux, France",44.8604934,-0.569448,"A solid, ripe, juicy black fruited wine, delicious already with its fragrant fruits. It has structure that supports the attractive surface, giving shape to this lightly textured wine. Keep for 4–5 years, but also drink now. Bordeaux-style Red Blend France Bordeaux Médoc Château de la Croix"
"2801","France","A delightfully clean and fruity wine, the epitome of Provence rosé. It has fresh acidity, crisp lemon and red currant fruit and just a light sprinkling of spice.","Whispering Angel",88,20,"Provence","Côtes de Provence","","Roger Voss","@vossroger","Château d'Esclans 2012 Whispering Angel Rosé (Côtes de Provence)","Rosé","Château d'Esclans","Côtes de Provence, Provence, France",43.9351691,6.0679194,"A delightfully clean and fruity wine, the epitome of Provence rosé. It has fresh acidity, crisp lemon and red currant fruit and just a light sprinkling of spice. Rosé France Provence Côtes de Provence Château d'Esclans"
"2802","US","Polished and pretty, this Merlot delivers plenty of juicy cherry, red currant, mocha and toast flavors that are lovely to drink now. The wine is smooth and softly tannic—just what you want Merlot to be.","",88,17,"California","Dry Creek Valley","Sonoma","","","Chelsea Goldschmidt 2011 Merlot (Dry Creek Valley)","Merlot","Chelsea Goldschmidt","Dry Creek Valley, California, US",33.7555087,-117.7524061,"Polished and pretty, this Merlot delivers plenty of juicy cherry, red currant, mocha and toast flavors that are lovely to drink now. The wine is smooth and softly tannic—just what you want Merlot to be. Merlot US California Dry Creek Valley Chelsea Goldschmidt"
